form,margin,weight,trajectory,pos_p95_mm,pos_max_mm,clear_min_mm,viol_frac,dev_rms_mm,dev_max_mm,solve_ms_med,solve_ms_p95,solve_ms_max,iters_mean,nonconv
soft,0.015,300.0,bimanual_parallel,0.000126238073894449,0.0001961042423835841,17.083133697509766,0.0,0.0,0.0,4.440630000317469,8.396373424329795,14.17229400249198,3.8261538461538462,0.0
soft,0.015,300.0,bimanual_tight,1.6337420787956172,1.6342532646822066,13.25925064086914,0.0,1.293546199798584,1.6342625617980957,5.139431479619816,9.31751527241431,15.624844992998987,4.193846153846154,0.0
soft,0.015,300.0,bimanual_handoff,0.0001142664110576319,0.00016459019598824077,14.981285095214844,0.0,8.541002171114087e-05,0.0002420292148599401,4.430542001500726,10.954334214329718,13.185886957217008,3.96,0.0
soft,0.015,300.0,arms_converge,45.31261486938114,45.31352632972701,8.628424644470215,0.0,27.95252227783203,45.31351852416992,45.753969956422225,65.02327008056453,73.84770800126716,44.20545454545454,0.034545454545454546
soft,0.015,300.0,self_fold,41.88798366624919,42.36127043877243,15.243485450744629,0.0,0.032994892448186874,0.2751118838787079,5.600266478722915,67.0053296838887,76.47726900177076,24.386666666666667,0.08166666666666667
soft,0.015,300.0,teleop_grasp,47.725177221948556,51.747314874895146,16.90390968322754,0.0,0.03819359838962555,0.4944923520088196,5.481798492837697,30.36998301686254,50.98824400920421,11.19,0.0
soft,0.02,10.0,bimanual_parallel,0.00012291496543423517,0.00020077177712278854,19.528779983520508,0.0,9.482337918598205e-05,0.0002585254842415452,4.4438939657993615,9.091816190630198,13.816769002005458,3.86,0.0
soft,0.02,10.0,bimanual_tight,0.25480474898615046,0.2554961518826502,10.508697509765625,0.0,0.2017674446105957,0.2554832100868225,4.281158006051555,9.144835409824736,15.751986997202039,3.796923076923077,0.0
soft,0.02,10.0,bimanual_handoff,0.000111631125681993,0.00017078582867554996,19.53137969970703,0.0,8.672686089994386e-05,0.00028204164118506014,4.360641993116587,12.24011437734589,14.678076026029885,4.2457142857142856,0.0
soft,0.02,10.0,arms_converge,6.190292834818313,9.594152594900102,-27.621448516845703,0.6290909090909091,3.581251621246338,9.594117164611816,13.768436998361722,68.08161973312959,113.75456699170172,29.745454545454546,0.05272727272727273
